,scm,method,model,seed,q,estimate
580,fairness,exom,nice,65535,nde,-0.3086861085766279
581,fairness,exom,nice,65535,nde,-0.3218464482575257
582,fairness,exom,nice,65535,nde,-0.3113197143937656
583,fairness,exom,nice,65535,nde,-0.3117059015319745
584,fairness,exom,nice,65535,nde,-0.31852687835632715
585,fairness,exom,nice,65535,nde,-0.31252292773899465
586,fairness,exom,nice,65535,nde,-0.312899676790448
587,fairness,exom,nice,65535,nde,-0.32655682172999795
588,fairness,exom,nice,65535,nde,-0.33578863448920354
589,fairness,exom,nice,65535,nde,-0.32050952753412626
590,fairness,exom,nice,0,ctfde,-0.36364058948151295
591,fairness,exom,nice,0,ctfde,-0.37955934764589644
592,fairness,exom,nice,0,ctfde,-0.39554686257883587
593,fairness,exom,nice,0,ctfde,-0.4093922149476986
594,fairness,exom,nice,0,ctfde,-0.3566077887643117
595,fairness,exom,nice,0,ctfde,-0.36707213235292924
596,fairness,exom,nice,0,ctfde,-0.35167605408613334
597,fairness,exom,nice,0,ctfde,-0.3911552544373649
598,fairness,exom,nice,0,ctfde,-0.36688020023095974
599,fairness,exom,nice,0,ctfde,-0.38570645569504447
600,fairness,exom,nice,7,ctfde,-0.36134681266322566
601,fairness,exom,nice,7,ctfde,-0.37962430221070353
602,fairness,exom,nice,7,ctfde,-0.3842191569835185
603,fairness,exom,nice,7,ctfde,-0.4061390807971198
604,fairness,exom,nice,7,ctfde,-0.3616076348744215
605,fairness,exom,nice,7,ctfde,-0.3614880224223109
606,fairness,exom,nice,7,ctfde,-0.37465650060161376
607,fairness,exom,nice,7,ctfde,-0.4338953909168338
608,fairness,exom,nice,7,ctfde,-0.31898553491699055
609,fairness,exom,nice,7,ctfde,-0.3913829560304669
610,fairness,exom,nice,42,ctfde,-0.3879731177216622
611,fairness,exom,nice,42,ctfde,-0.41158434916527015
612,fairness,exom,nice,42,ctfde,-0.36475205057783544
613,fairness,exom,nice,42,ctfde,-0.39601310310822996
614,fairness,exom,nice,42,ctfde,-0.398815038125783
615,fairness,exom,nice,42,ctfde,-0.40304288198067667
616,fairness,exom,nice,42,ctfde,-0.37684358150093517
617,fairness,exom,nice,42,ctfde,-0.4004573712480759
618,fairness,exom,nice,42,ctfde,-0.3862387378844777
619,fairness,exom,nice,42,ctfde,-0.3911098552854457
620,fairness,exom,nice,3407,ctfde,-0.3843069899639774
621,fairness,exom,nice,3407,ctfde,-0.3921381431017685
622,fairness,exom,nice,3407,ctfde,-0.40937573504195357
623,fairness,exom,nice,3407,ctfde,-0.3960908359725246
624,fairness,exom,nice,3407,ctfde,-0.37936798409424527
625,fairness,exom,nice,3407,ctfde,-0.39287513315363337
626,fairness,exom,nice,3407,ctfde,-0.38521860607348835
627,fairness,exom,nice,3407,ctfde,-0.3910492442263906
628,fairness,exom,nice,3407,ctfde,-0.39484990511892465
629,fairness,exom,nice,3407,ctfde,-0.4016387699519719
630,fairness,exom,nice,65535,ctfde,-0.37802194861435334
631,fairness,exom,nice,65535,ctfde,-0.386169988147677
632,fairness,exom,nice,65535,ctfde,-0.3882318248598727
633,fairness,exom,nice,65535,ctfde,-0.4131566526417706
634,fairness,exom,nice,65535,ctfde,-0.3908923069314239
635,fairness,exom,nice,65535,ctfde,-0.37579229192979335
636,fairness,exom,nice,65535,ctfde,-0.39258375323756045
637,fairness,exom,nice,65535,ctfde,-0.3828266115429079
638,fairness,exom,nice,65535,ctfde,-0.3424454764793008
639,fairness,exom,nice,65535,ctfde,-0.39688080687678623
640,fairness_xw,rs,-,0,ate,-0.1979998683350052
641,fairness_xw,rs,-,0,ate,-0.19569957666341514
642,fairness_xw,rs,-,0,ate,-0.20500033495168868
643,fairness_xw,rs,-,0,ate,-0.20559975657437196
644,fairness_xw,rs,-,0,ate,-0.20089972402549444
645,fairness_xw,rs,-,0,ate,-0.1822998799970959
646,fairness_xw,rs,-,0,ate,-0.20800022757714876
647,fairness_xw,rs,-,0,ate,-0.20090004767925634
648,fairness_xw,rs,-,0,ate,-0.1873999690434695
649,fairness_xw,rs,-,0,ate,-0.1862997106154462
650,fairness_xw,rs,-,7,ate,-0.18979986974250157
651,fairness_xw,rs,-,7,ate,-0.20909988587797407
652,fairness_xw,rs,-,7,ate,-0.20069995477471997
653,fairness_xw,rs,-,7,ate,-0.19959961356616385
654,fairness_xw,rs,-,7,ate,-0.19769987467195793
655,fairness_xw,rs,-,7,ate,-0.19859986651470274
656,fairness_xw,rs,-,7,ate,-0.19749998556225196
657,fairness_xw,rs,-,7,ate,-0.1939997662531927
658,fairness_xw,rs,-,7,ate,-0.19339969012619335
659,fairness_xw,rs,-,7,ate,-0.1977999863818783
660,fairness_xw,rs,-,42,ate,-0.19939984812223926
661,fairness_xw,rs,-,42,ate,-0.20539976237028607
662,fairness_xw,rs,-,42,ate,-0.19849970000898404
663,fairness_xw,rs,-,42,ate,-0.1944001130806085
664,fairness_xw,rs,-,42,ate,-0.2015002447591807
665,fairness_xw,rs,-,42,ate,-0.20239988966001227
666,fairness_xw,rs,-,42,ate,-0.19270016840950638
667,fairness_xw,rs,-,42,ate,-0.2021997616891807
668,fairness_xw,rs,-,42,ate,-0.19829993638755605
669,fairness_xw,rs,-,42,ate,-0.209799776217916
670,fairness_xw,rs,-,3407,ate,-0.20169962117813456
671,fairness_xw,rs,-,3407,ate,-0.2077000813567631
672,fairness_xw,rs,-,3407,ate,-0.18530006081261852
673,fairness_xw,rs,-,3407,ate,-0.2067997334556358
674,fairness_xw,rs,-,3407,ate,-0.2054003597689849
675,fairness_xw,rs,-,3407,ate,-0.1960000771509386
676,fairness_xw,rs,-,3407,ate,-0.2127001794811612
677,fairness_xw,rs,-,3407,ate,-0.20250002723197402
678,fairness_xw,rs,-,3407,ate,-0.1937996086518023
679,fairness_xw,rs,-,3407,ate,-0.19989993231822517
680,fairness_xw,rs,-,65535,ate,-0.19219977499455004
681,fairness_xw,rs,-,65535,ate,-0.18710005847106564
682,fairness_xw,rs,-,65535,ate,-0.19789988769685207
683,fairness_xw,rs,-,65535,ate,-0.20139982824286895
684,fairness_xw,rs,-,65535,ate,-0.19809963825105548
685,fairness_xw,rs,-,65535,ate,-0.2042999143038482
686,fairness_xw,rs,-,65535,ate,-0.202900128094178
687,fairness_xw,rs,-,65535,ate,-0.19069990942849863
688,fairness_xw,rs,-,65535,ate,-0.2081997792049956
689,fairness_xw,rs,-,65535,ate,-0.20359968665740275
690,fairness_xw,rs,-,0,ett,-0.19930568530896053
691,fairness_xw,rs,-,0,ett,-0.20707961580744405
692,fairness_xw,rs,-,0,ett,-0.21467135496122086
693,fairness_xw,rs,-,0,ett,-0.19827026658941782
694,fairness_xw,rs,-,0,ett,-0.1859556548108744
695,fairness_xw,rs,-,0,ett,-0.22174057213617682
696,fairness_xw,rs,-,0,ett,-0.16993720213757996
697,fairness_xw,rs,-,0,ett,-0.20420611492343738
698,fairness_xw,rs,-,0,ett,-0.2239950851876098
699,fairness_xw,rs,-,0,ett,-0.21271671642326995
700,fairness_xw,rs,-,7,ett,-0.21393342800322168
701,fairness_xw,rs,-,7,ett,-0.20663063398021841
702,fairness_xw,rs,-,7,ett,-0.21295523430939717
703,fairness_xw,rs,-,7,ett,-0.21508957903802073
704,fairness_xw,rs,-,7,ett,-0.1823625618417007
705,fairness_xw,rs,-,7,ett,-0.19374740781195732
706,fairness_xw,rs,-,7,ett,-0.21882185855670616
707,fairness_xw,rs,-,7,ett,-0.19571088929610891
708,fairness_xw,rs,-,7,ett,-0.187050204062492
709,fairness_xw,rs,-,7,ett,-0.21539086769593208
710,fairness_xw,rs,-,42,ett,-0.18800648681969073
711,fairness_xw,rs,-,42,ett,-0.20061258310199376
712,fairness_xw,rs,-,42,ett,-0.19809763518433143
713,fairness_xw,rs,-,42,ett,-0.21654728160264036
714,fairness_xw,rs,-,42,ett,-0.22478189792468384
715,fairness_xw,rs,-,42,ett,-0.2134738383088121
716,fairness_xw,rs,-,42,ett,-0.1866028370092962
717,fairness_xw,rs,-,42,ett,-0.22152430271334989
718,fairness_xw,rs,-,42,ett,-0.21334720799122098
719,fairness_xw,rs,-,42,ett,-0.19847287016667753
720,fairness_xw,rs,-,3407,ett,-0.2024502578431575
721,fairness_xw,rs,-,3407,ett,-0.21644558149659038
722,fairness_xw,rs,-,3407,ett,-0.19302575316064957
723,fairness_xw,rs,-,3407,ett,-0.2100438145989702
724,fairness_xw,rs,-,3407,ett,-0.22749801519503288
725,fairness_xw,rs,-,3407,ett,-0.19691963308597604
726,fairness_xw,rs,-,3407,ett,-0.2047193784349129
727,fairness_xw,rs,-,3407,ett,-0.21410716417495723
728,fairness_xw,rs,-,3407,ett,-0.20493145890628944
729,fairness_xw,rs,-,3407,ett,-0.21911273529478176
730,fairness_xw,rs,-,65535,ett,-0.18282901548627956
731,fairness_xw,rs,-,65535,ett,-0.21770567541901698
732,fairness_xw,rs,-,65535,ett,-0.19950142913979918
733,fairness_xw,rs,-,65535,ett,-0.2020610185668993
734,fairness_xw,rs,-,65535,ett,-0.22062426003819618
735,fairness_xw,rs,-,65535,ett,-0.19950693350856502
736,fairness_xw,rs,-,65535,ett,-0.2002475569942822
737,fairness_xw,rs,-,65535,ett,-0.23070519140177476
738,fairness_xw,rs,-,65535,ett,-0.19638394129226794
739,fairness_xw,rs,-,65535,ett,-0.22450676717726914
740,fairness_xw,rs,-,0,nde,-0.25570000621362104
741,fairness_xw,rs,-,0,nde,-0.24700037792293605
742,fairness_xw,rs,-,0,nde,-0.24210001446368623
743,fairness_xw,rs,-,0,nde,-0.24740013570129393
744,fairness_xw,rs,-,0,nde,-0.25410015939531716
745,fairness_xw,rs,-,0,nde,-0.2530995933014371
746,fairness_xw,rs,-,0,nde,-0.24929982324683309
747,fairness_xw,rs,-,0,nde,-0.2408996882859371
748,fairness_xw,rs,-,0,nde,-0.23369970459532152
749,fairness_xw,rs,-,0,nde,-0.2495996031360645
750,fairness_xw,rs,-,7,nde,-0.2444999864265227
751,fairness_xw,rs,-,7,nde,-0.23649950372898448
752,fairness_xw,rs,-,7,nde,-0.2541001561224715
753,fairness_xw,rs,-,7,nde,-0.2373998600163475
754,fairness_xw,rs,-,7,nde,-0.250099725391567
755,fairness_xw,rs,-,7,nde,-0.2426999887995323
756,fairness_xw,rs,-,7,nde,-0.2587996391976263
757,fairness_xw,rs,-,7,nde,-0.23700015877460195
758,fairness_xw,rs,-,7,nde,-0.2459997647110116
759,fairness_xw,rs,-,7,nde,-0.24979979963523857
760,fairness_xw,rs,-,42,nde,-0.2552997428424939
761,fairness_xw,rs,-,42,nde,-0.2404996711810541
762,fairness_xw,rs,-,42,nde,-0.2531000578866802
763,fairness_xw,rs,-,42,nde,-0.24449975938434398
764,fairness_xw,rs,-,42,nde,-0.2408001880893081
765,fairness_xw,rs,-,42,nde,-0.2504000113062218
766,fairness_xw,rs,-,42,nde,-0.24320003001701518
767,fairness_xw,rs,-,42,nde,-0.25469984355993525
768,fairness_xw,rs,-,42,nde,-0.23329981221132612
769,fairness_xw,rs,-,42,nde,-0.2473000158375096
770,fairness_xw,rs,-,3407,nde,-0.24879973572019953
771,fairness_xw,rs,-,3407,nde,-0.24469968238395667
772,fairness_xw,rs,-,3407,nde,-0.2442002996932951
773,fairness_xw,rs,-,3407,nde,-0.24790006836981776
774,fairness_xw,rs,-,3407,nde,-0.24319966990790925
775,fairness_xw,rs,-,3407,nde,-0.23610001829762806
776,fairness_xw,rs,-,3407,nde,-0.24029994708911873
777,fairness_xw,rs,-,3407,nde,-0.2569997148924399
778,fairness_xw,rs,-,3407,nde,-0.24689968334834134
779,fairness_xw,rs,-,3407,nde,-0.24509995864180856
780,fairness_xw,rs,-,65535,nde,-0.25469972931009427
781,fairness_xw,rs,-,65535,nde,-0.25900024729938953
782,fairness_xw,rs,-,65535,nde,-0.24520002797083762
783,fairness_xw,rs,-,65535,nde,-0.24739950481192763
784,fairness_xw,rs,-,65535,nde,-0.23680004211336658
785,fairness_xw,rs,-,65535,nde,-0.2402003793204177
786,fairness_xw,rs,-,65535,nde,-0.24619996792563548
787,fairness_xw,rs,-,65535,nde,-0.25119984862202444
788,fairness_xw,rs,-,65535,nde,-0.24919995431485703
789,fairness_xw,rs,-,65535,nde,-0.23239969048344672
790,fairness_xw,rs,-,0,ctfde,-0.29364431596050833
791,fairness_xw,rs,-,0,ctfde,-0.24517873278880636
792,fairness_xw,rs,-,0,ctfde,-0.25694768949896396
793,fairness_xw,rs,-,0,ctfde,-0.26519124061869626
794,fairness_xw,rs,-,0,ctfde,-0.26508481530614664
795,fairness_xw,rs,-,0,ctfde,-0.27600912745341244
796,fairness_xw,rs,-,0,ctfde,-0.2613137685129127
797,fairness_xw,rs,-,0,ctfde,-0.2725961952168156
798,fairness_xw,rs,-,0,ctfde,-0.2521629740104789
799,fairness_xw,rs,-,0,ctfde,-0.2551187135402309
800,fairness_xw,rs,-,7,ctfde,-0.25614534556412355
801,fairness_xw,rs,-,7,ctfde,-0.2669732201004803
802,fairness_xw,rs,-,7,ctfde,-0.25519333490232027
803,fairness_xw,rs,-,7,ctfde,-0.2568505255120963
804,fairness_xw,rs,-,7,ctfde,-0.2788719197300858
805,fairness_xw,rs,-,7,ctfde,-0.2553503411553304
806,fairness_xw,rs,-,7,ctfde,-0.2601119047353569
807,fairness_xw,rs,-,7,ctfde,-0.26529748835034406
808,fairness_xw,rs,-,7,ctfde,-0.2818064019557287
809,fairness_xw,rs,-,7,ctfde,-0.27608355118434763
810,fairness_xw,rs,-,42,ctfde,-0.2748894132849565
811,fairness_xw,rs,-,42,ctfde,-0.25902383869490897
812,fairness_xw,rs,-,42,ctfde,-0.26788327249642946
813,fairness_xw,rs,-,42,ctfde,-0.2529424603424187
814,fairness_xw,rs,-,42,ctfde,-0.26255688301788765
815,fairness_xw,rs,-,42,ctfde,-0.25204596041808686
816,fairness_xw,rs,-,42,ctfde,-0.2842704388206204
817,fairness_xw,rs,-,42,ctfde,-0.28039317280632864
818,fairness_xw,rs,-,42,ctfde,-0.2696086872700818
819,fairness_xw,rs,-,42,ctfde,-0.25205247743709025
820,fairness_xw,rs,-,3407,ctfde,-0.26736767536355793
821,fairness_xw,rs,-,3407,ctfde,-0.2792491217908903
822,fairness_xw,rs,-,3407,ctfde,-0.2576511075784035
823,fairness_xw,rs,-,3407,ctfde,-0.2758478080597955
824,fairness_xw,rs,-,3407,ctfde,-0.2593828969190214
825,fairness_xw,rs,-,3407,ctfde,-0.2637588010546155
826,fairness_xw,rs,-,3407,ctfde,-0.2851524606713442
827,fairness_xw,rs,-,3407,ctfde,-0.26122798332815256
828,fairness_xw,rs,-,3407,ctfde,-0.2625974826746605
829,fairness_xw,rs,-,3407,ctfde,-0.2527181233517948
830,fairness_xw,rs,-,65535,ctfde,-0.2422384563655981
831,fairness_xw,rs,-,65535,ctfde,-0.26363650196031674
832,fairness_xw,rs,-,65535,ctfde,-0.29183097610979425
833,fairness_xw,rs,-,65535,ctfde,-0.25402465734975704
834,fairness_xw,rs,-,65535,ctfde,-0.26528049574572127
835,fairness_xw,rs,-,65535,ctfde,-0.2588936428141025
836,fairness_xw,rs,-,65535,ctfde,-0.25254394600565727
837,fairness_xw,rs,-,65535,ctfde,-0.26900857042234305
838,fairness_xw,rs,-,65535,ctfde,-0.25957236155616165
839,fairness_xw,rs,-,65535,ctfde,-0.26421413879625033
840,fairness_xw,rs_truth,-,0,ate,-0.20520025596074387
841,fairness_xw,rs_truth,-,0,ate,-0.19299983043002777
842,fairness_xw,rs_truth,-,0,ate,-0.20319971961277294
843,fairness_xw,rs_truth,-,0,ate,-0.2038003032533791
844,fairness_xw,rs_truth,-,0,ate,-0.19709995838519456
845,fairness_xw,rs_truth,-,0,ate,-0.18230008347718163
846,fairness_xw,rs_truth,-,0,ate,-0.21099958074532987
847,fairness_xw,rs_truth,-,0,ate,-0.1887998822567834
848,fairness_xw,rs_truth,-,0,ate,-0.19389963890101686
849,fairness_xw,rs_truth,-,0,ate,-0.17949980345557226
850,fairness_xw,rs_truth,-,0,ett,-0.19620279809958202
851,fairness_xw,rs_truth,-,0,ett,-0.20710870512467877
852,fairness_xw,rs_truth,-,0,ett,-0.22163636323511754
853,fairness_xw,rs_truth,-,0,ett,-0.21645211072564047
854,fairness_xw,rs_truth,-,0,ett,-0.19314462700793644
855,fairness_xw,rs_truth,-,0,ett,-0.22680008482483482
856,fairness_xw,rs_truth,-,0,ett,-0.19716853750074403
857,fairness_xw,rs_truth,-,0,ett,-0.2200826982350388
858,fairness_xw,rs_truth,-,0,ett,-0.2056637756730001
859,fairness_xw,rs_truth,-,0,ett,-0.20513323838564268
860,fairness_xw,rs_truth,-,0,nde,-0.2563999648182219
861,fairness_xw,rs_truth,-,0,nde,-0.25059991602407244
862,fairness_xw,rs_truth,-,0,nde,-0.24259985722888056
863,fairness_xw,rs_truth,-,0,nde,-0.24559983904530902
864,fairness_xw,rs_truth,-,0,nde,-0.2407002471046108
865,fairness_xw,rs_truth,-,0,nde,-0.2601995735501234
866,fairness_xw,rs_truth,-,0,nde,-0.25339997833109534
867,fairness_xw,rs_truth,-,0,nde,-0.24930000759123905
868,fairness_xw,rs_truth,-,0,nde,-0.2345999507339498
869,fairness_xw,rs_truth,-,0,nde,-0.2560998795054232
870,fairness_xw,rs_truth,-,0,ctfde,-0.2759125468160625
871,fairness_xw,rs_truth,-,0,ctfde,-0.24638580945246308
872,fairness_xw,rs_truth,-,0,ctfde,-0.26105714814272096
873,fairness_xw,rs_truth,-,0,ctfde,-0.27444112699664835
874,fairness_xw,rs_truth,-,0,ctfde,-0.26817686462514606
875,fairness_xw,rs_truth,-,0,ctfde,-0.2530196823256882
876,fairness_xw,rs_truth,-,0,ctfde,-0.2738643061059127
877,fairness_xw,rs_truth,-,0,ctfde,-0.27338131694192974
878,fairness_xw,rs_truth,-,0,ctfde,-0.2684480663297701
879,fairness_xw,rs_truth,-,0,ctfde,-0.27902181040361423
880,fairness_xw,exom,maf,0,ate,-0.21972364479377055
881,fairness_xw,exom,maf,0,ate,-0.17799402417778276
882,fairness_xw,exom,maf,0,ate,-0.30699800741537026
883,fairness_xw,exom,maf,0,ate,-0.1460865344225588
884,fairness_xw,exom,maf,0,ate,-0.21837518491876562
885,fairness_xw,exom,maf,0,ate,-0.46943929377552507
886,fairness_xw,exom,maf,0,ate,-0.16914603456948246
887,fairness_xw,exom,maf,0,ate,-0.18920879568832405
888,fairness_xw,exom,maf,0,ate,-0.28177966647319763
889,fairness_xw,exom,maf,0,ate,-0.25033958461181977
890,fairness_xw,exom,maf,7,ate,-0.21135153501699705
891,fairness_xw,exom,maf,7,ate,-0.1548862266753941
892,fairness_xw,exom,maf,7,ate,-0.1806747522490429
893,fairness_xw,exom,maf,7,ate,-0.13408286084672194
894,fairness_xw,exom,maf,7,ate,-0.18185777623802846
895,fairness_xw,exom,maf,7,ate,-0.16607830290749737
896,fairness_xw,exom,maf,7,ate,-0.1871482064251035
897,fairness_xw,exom,maf,7,ate,-0.17279292228395443
898,fairness_xw,exom,maf,7,ate,-0.18623384886943228
899,fairness_xw,exom,maf,7,ate,-0.19140026215365097
900,fairness_xw,exom,maf,42,ate,-0.2611406163079405
901,fairness_xw,exom,maf,42,ate,-0.20642299852652163
902,fairness_xw,exom,maf,42,ate,-0.18252059959703076
903,fairness_xw,exom,maf,42,ate,-0.30737038143966733
904,fairness_xw,exom,maf,42,ate,-0.21988176380092095
905,fairness_xw,exom,maf,42,ate,-0.14732159709071513
906,fairness_xw,exom,maf,42,ate,-0.2254194993038977
907,fairness_xw,exom,maf,42,ate,-0.19452446346619123
908,fairness_xw,exom,maf,42,ate,-0.17954729475138992
909,fairness_xw,exom,maf,42,ate,-0.19055396673900482
910,fairness_xw,exom,maf,3407,ate,-0.24381041082526705
911,fairness_xw,exom,maf,3407,ate,0.02068317228261496
912,fairness_xw,exom,maf,3407,ate,-0.31054665048863395
913,fairness_xw,exom,maf,3407,ate,-0.07140469028065788
914,fairness_xw,exom,maf,3407,ate,-0.19563362244562377
915,fairness_xw,exom,maf,3407,ate,-0.10528668089941573
916,fairness_xw,exom,maf,3407,ate,-0.2004208925704286
917,fairness_xw,exom,maf,3407,ate,-0.1257856580059425
918,fairness_xw,exom,maf,3407,ate,-0.11556532221032317
919,fairness_xw,exom,maf,3407,ate,-0.1146173878087019
920,fairness_xw,exom,maf,65535,ate,-0.19023835987360954
921,fairness_xw,exom,maf,65535,ate,-0.16938237321391442
922,fairness_xw,exom,maf,65535,ate,-0.15986126738420586
923,fairness_xw,exom,maf,65535,ate,-0.18936503188594545
924,fairness_xw,exom,maf,65535,ate,-0.21942638986813007
925,fairness_xw,exom,maf,65535,ate,-0.18259189781248586
926,fairness_xw,exom,maf,65535,ate,-0.26747102891117636
927,fairness_xw,exom,maf,65535,ate,-0.15333123041696206
928,fairness_xw,exom,maf,65535,ate,-0.16326560952015612
929,fairness_xw,exom,maf,65535,ate,-0.174374881165757
930,fairness_xw,exom,maf,0,ett,-0.22170152381296665
931,fairness_xw,exom,maf,0,ett,-0.20438136369522836
932,fairness_xw,exom,maf,0,ett,-0.27214848464837477
933,fairness_xw,exom,maf,0,ett,-0.23422375377667182
934,fairness_xw,exom,maf,0,ett,-0.22764212778468335
935,fairness_xw,exom,maf,0,ett,0.08781098318259184
936,fairness_xw,exom,maf,0,ett,-0.18435701348662925
937,fairness_xw,exom,maf,0,ett,-0.17107624878472705
938,fairness_xw,exom,maf,0,ett,-0.1981994147761803
939,fairness_xw,exom,maf,0,ett,-0.1585191669900629
940,fairness_xw,exom,maf,7,ett,-0.21393685287493364
941,fairness_xw,exom,maf,7,ett,-0.3008126864337575
942,fairness_xw,exom,maf,7,ett,-0.22048879294927537
943,fairness_xw,exom,maf,7,ett,-0.2311079430884681
944,fairness_xw,exom,maf,7,ett,-0.22521192045206223
945,fairness_xw,exom,maf,7,ett,-0.16030995993964792
946,fairness_xw,exom,maf,7,ett,-0.17588452026526713
947,fairness_xw,exom,maf,7,ett,-0.1963396866523524
948,fairness_xw,exom,maf,7,ett,-0.17744880950808478
949,fairness_xw,exom,maf,7,ett,-0.20370575463828117
950,fairness_xw,exom,maf,42,ett,0.01894879810328909
951,fairness_xw,exom,maf,42,ett,-0.2587111151488413
952,fairness_xw,exom,maf,42,ett,-0.1911764224829594
953,fairness_xw,exom,maf,42,ett,-0.24459837770268283
954,fairness_xw,exom,maf,42,ett,-0.3246749744045661
955,fairness_xw,exom,maf,42,ett,-0.31670501091770653
956,fairness_xw,exom,maf,42,ett,0.027195495960702143
957,fairness_xw,exom,maf,42,ett,-0.26823963259694567
958,fairness_xw,exom,maf,42,ett,-0.18157414429843927
959,fairness_xw,exom,maf,42,ett,-0.27175577722753425
960,fairness_xw,exom,maf,3407,ett,-0.22750233926268842
961,fairness_xw,exom,maf,3407,ett,-0.5027935855202497
962,fairness_xw,exom,maf,3407,ett,-0.2579613961756409
963,fairness_xw,exom,maf,3407,ett,-0.12928995264605042
964,fairness_xw,exom,maf,3407,ett,-0.17463892592128272
965,fairness_xw,exom,maf,3407,ett,0.014595281091503987
966,fairness_xw,exom,maf,3407,ett,-0.17180830540983594
967,fairness_xw,exom,maf,3407,ett,-0.0613849675375831
968,fairness_xw,exom,maf,3407,ett,-0.19502057984461202
969,fairness_xw,exom,maf,3407,ett,-0.21276218964111598
970,fairness_xw,exom,maf,65535,ett,-0.12626642723601228
971,fairness_xw,exom,maf,65535,ett,-0.2708390045070637
972,fairness_xw,exom,maf,65535,ett,-0.282376157129269
973,fairness_xw,exom,maf,65535,ett,-0.3717198015966254
974,fairness_xw,exom,maf,65535,ett,-0.46248375549335546
975,fairness_xw,exom,maf,65535,ett,-0.16635491827568533
976,fairness_xw,exom,maf,65535,ett,-0.3613044451871956
977,fairness_xw,exom,maf,65535,ett,-0.2191509470683134
978,fairness_xw,exom,maf,65535,ett,-0.15926097066483907
979,fairness_xw,exom,maf,65535,ett,-0.12552358574238692
980,fairness_xw,exom,maf,0,nde,-0.18325308928907236
981,fairness_xw,exom,maf,0,nde,-0.23809638516000542
982,fairness_xw,exom,maf,0,nde,-0.27852067698847705
983,fairness_xw,exom,maf,0,nde,-0.2493516400564194
984,fairness_xw,exom,maf,0,nde,-0.24443371143089654
985,fairness_xw,exom,maf,0,nde,-0.22342037543286175
986,fairness_xw,exom,maf,0,nde,-0.27046154503583053
987,fairness_xw,exom,maf,0,nde,-0.2628397456029065
988,fairness_xw,exom,maf,0,nde,-0.26012195687630757
989,fairness_xw,exom,maf,0,nde,-0.25976610456883414
990,fairness_xw,exom,maf,7,nde,-0.3373969802874299
991,fairness_xw,exom,maf,7,nde,-0.3327232247516466
992,fairness_xw,exom,maf,7,nde,-0.4282843015575128
993,fairness_xw,exom,maf,7,nde,-0.33921004594596255
994,fairness_xw,exom,maf,7,nde,-0.4054978807150428
995,fairness_xw,exom,maf,7,nde,-0.3718192779891194
996,fairness_xw,exom,maf,7,nde,-0.36948986899785885
997,fairness_xw,exom,maf,7,nde,-0.2692420623047914
998,fairness_xw,exom,maf,7,nde,-0.30738290276223607
999,fairness_xw,exom,maf,7,nde,-0.25286243181344104
1000,fairness_xw,exom,maf,42,nde,-0.2541496931196924
1001,fairness_xw,exom,maf,42,nde,-0.20856628589054205
1002,fairness_xw,exom,maf,42,nde,-0.22858759376040672
1003,fairness_xw,exom,maf,42,nde,-0.2644271586092916
1004,fairness_xw,exom,maf,42,nde,-0.25269417237282454
1005,fairness_xw,exom,maf,42,nde,-0.22833162971628929
1006,fairness_xw,exom,maf,42,nde,-0.23962482860862955
1007,fairness_xw,exom,maf,42,nde,-0.24136065856107464
1008,fairness_xw,exom,maf,42,nde,-0.2698535888453528
1009,fairness_xw,exom,maf,42,nde,-0.26565474865526595
1010,fairness_xw,exom,maf,3407,nde,-0.3660775185819659
1011,fairness_xw,exom,maf,3407,nde,-0.2834988189696008
1012,fairness_xw,exom,maf,3407,nde,-0.2839058981188531
1013,fairness_xw,exom,maf,3407,nde,-0.342825007170636
1014,fairness_xw,exom,maf,3407,nde,-0.2339438213116376
1015,fairness_xw,exom,maf,3407,nde,-0.3017966549305845
1016,fairness_xw,exom,maf,3407,nde,-0.2981695342804836
1017,fairness_xw,exom,maf,3407,nde,-0.30706837106998947
1018,fairness_xw,exom,maf,3407,nde,-0.2836454396458591
1019,fairness_xw,exom,maf,3407,nde,-0.3086263194362622
1020,fairness_xw,exom,maf,65535,nde,-0.23552303450869455
1021,fairness_xw,exom,maf,65535,nde,-0.263841843668824
1022,fairness_xw,exom,maf,65535,nde,-0.16555444387469664
1023,fairness_xw,exom,maf,65535,nde,-0.26086182755562093
1024,fairness_xw,exom,maf,65535,nde,-0.29435738358653446
1025,fairness_xw,exom,maf,65535,nde,-0.30339141161658656
1026,fairness_xw,exom,maf,65535,nde,-0.30163016511296864
1027,fairness_xw,exom,maf,65535,nde,0.10348879747532103
1028,fairness_xw,exom,maf,65535,nde,-0.2975887810474751
1029,fairness_xw,exom,maf,65535,nde,-0.27064694168287073
1030,fairness_xw,exom,maf,0,ctfde,-0.1704803495576474
1031,fairness_xw,exom,maf,0,ctfde,-0.26552952613586717
1032,fairness_xw,exom,maf,0,ctfde,-0.34597977320081674
1033,fairness_xw,exom,maf,0,ctfde,-0.2606134980715875
1034,fairness_xw,exom,maf,0,ctfde,-0.10185022301514368
1035,fairness_xw,exom,maf,0,ctfde,-0.34552922179247303
1036,fairness_xw,exom,maf,0,ctfde,-0.04926593993908002
1037,fairness_xw,exom,maf,0,ctfde,-0.3758005917913978
1038,fairness_xw,exom,maf,0,ctfde,-0.3404049975216147
1039,fairness_xw,exom,maf,0,ctfde,-0.404420540114462
1040,fairness_xw,exom,maf,7,ctfde,-0.30348901715750004
