,scm,method,model,seed,seed2,q,estimate
1047,fairness,rs_gan_ncm_truth,-,0,65535,ate,-0.07760010964024067
1048,fairness,rs_gan_ncm_truth,-,0,65535,ate,-0.07189982545343188
1049,fairness,rs_gan_ncm_truth,-,0,65535,ate,-0.06710021576020953
1050,fairness,rs_gan_ncm_truth,-,0,0,ett,-0.41936013363606905
1051,fairness,rs_gan_ncm_truth,-,0,0,ett,-0.44999100506661693
1052,fairness,rs_gan_ncm_truth,-,0,0,ett,-0.43840688128702027
1053,fairness,rs_gan_ncm_truth,-,0,0,ett,-0.4172017590683705
1054,fairness,rs_gan_ncm_truth,-,0,0,ett,-0.42869594596139154
1055,fairness,rs_gan_ncm_truth,-,0,0,ett,-0.4576870629714812
1056,fairness,rs_gan_ncm_truth,-,0,0,ett,-0.452460060349498
1057,fairness,rs_gan_ncm_truth,-,0,0,ett,-0.4488564725580055
1058,fairness,rs_gan_ncm_truth,-,0,0,ett,-0.4503430076786464
1059,fairness,rs_gan_ncm_truth,-,0,0,ett,-0.4488535068213808
1060,fairness,rs_gan_ncm_truth,-,0,7,ett,-0.11463564361746292
1061,fairness,rs_gan_ncm_truth,-,0,7,ett,-0.10822105095516221
1062,fairness,rs_gan_ncm_truth,-,0,7,ett,-0.1087302513631978
1063,fairness,rs_gan_ncm_truth,-,0,7,ett,-0.10946728736854694
1064,fairness,rs_gan_ncm_truth,-,0,7,ett,-0.09964423611883522
1065,fairness,rs_gan_ncm_truth,-,0,7,ett,-0.11275968512477152
1066,fairness,rs_gan_ncm_truth,-,0,7,ett,-0.12495052724396527
1067,fairness,rs_gan_ncm_truth,-,0,7,ett,-0.11393581962503874
1068,fairness,rs_gan_ncm_truth,-,0,7,ett,-0.11059975099613628
1069,fairness,rs_gan_ncm_truth,-,0,7,ett,-0.10459747556189247
1070,fairness,rs_gan_ncm_truth,-,0,42,ett,-0.45199147965816255
1071,fairness,rs_gan_ncm_truth,-,0,42,ett,-0.44141464905212785
1072,fairness,rs_gan_ncm_truth,-,0,42,ett,-0.45702012653068863
1073,fairness,rs_gan_ncm_truth,-,0,42,ett,-0.44831656142923726
1074,fairness,rs_gan_ncm_truth,-,0,42,ett,-0.4364032930544399
1075,fairness,rs_gan_ncm_truth,-,0,42,ett,-0.4432320345370113
1076,fairness,rs_gan_ncm_truth,-,0,42,ett,-0.45084302431874296
1077,fairness,rs_gan_ncm_truth,-,0,42,ett,-0.4655432384641456
1078,fairness,rs_gan_ncm_truth,-,0,42,ett,-0.4330930758412569
1079,fairness,rs_gan_ncm_truth,-,0,42,ett,-0.4535170313162471
1080,fairness,rs_gan_ncm_truth,-,0,3407,ett,-0.6297615614585326
1081,fairness,rs_gan_ncm_truth,-,0,3407,ett,-0.6611285830296902
1082,fairness,rs_gan_ncm_truth,-,0,3407,ett,-0.6408532345866688
1083,fairness,rs_gan_ncm_truth,-,0,3407,ett,-0.6531532925373786
1084,fairness,rs_gan_ncm_truth,-,0,3407,ett,-0.6467041334018881
1085,fairness,rs_gan_ncm_truth,-,0,3407,ett,-0.6398071701179484
1086,fairness,rs_gan_ncm_truth,-,0,3407,ett,-0.6281551973663592
1087,fairness,rs_gan_ncm_truth,-,0,3407,ett,-0.6480394391974097
1088,fairness,rs_gan_ncm_truth,-,0,3407,ett,-0.6405553866728568
1089,fairness,rs_gan_ncm_truth,-,0,3407,ett,-0.6516158760863064
1090,fairness,rs_gan_ncm_truth,-,0,65535,ett,-0.14499507809222806
1091,fairness,rs_gan_ncm_truth,-,0,65535,ett,-0.14942877474170668
1092,fairness,rs_gan_ncm_truth,-,0,65535,ett,-0.15242278856077668
1093,fairness,rs_gan_ncm_truth,-,0,65535,ett,-0.15232024201036642
1094,fairness,rs_gan_ncm_truth,-,0,65535,ett,-0.15197605240625028
1095,fairness,rs_gan_ncm_truth,-,0,65535,ett,-0.16251492009525098
1096,fairness,rs_gan_ncm_truth,-,0,65535,ett,-0.13639392015704582
1097,fairness,rs_gan_ncm_truth,-,0,65535,ett,-0.1464384054755154
1098,fairness,rs_gan_ncm_truth,-,0,65535,ett,-0.13380009390114478
1099,fairness,rs_gan_ncm_truth,-,0,65535,ett,-0.15490646620155035
1100,fairness,rs_gan_ncm_truth,-,0,0,nde,-0.3848997624423094
1101,fairness,rs_gan_ncm_truth,-,0,0,nde,-0.3677000683779611
1102,fairness,rs_gan_ncm_truth,-,0,0,nde,-0.3692995559746727
1103,fairness,rs_gan_ncm_truth,-,0,0,nde,-0.36559992256534435
1104,fairness,rs_gan_ncm_truth,-,0,0,nde,-0.3762998117584446
1105,fairness,rs_gan_ncm_truth,-,0,0,nde,-0.36499971545334164
1106,fairness,rs_gan_ncm_truth,-,0,0,nde,-0.37249987304408333
1107,fairness,rs_gan_ncm_truth,-,0,0,nde,-0.37369978440872753
1108,fairness,rs_gan_ncm_truth,-,0,0,nde,-0.38360002284508093
1109,fairness,rs_gan_ncm_truth,-,0,0,nde,-0.3843997449065949
1110,fairness,rs_gan_ncm_truth,-,0,7,nde,-0.0682999522019826
1111,fairness,rs_gan_ncm_truth,-,0,7,nde,-0.06900029225300452
1112,fairness,rs_gan_ncm_truth,-,0,7,nde,-0.06839982688276569
1113,fairness,rs_gan_ncm_truth,-,0,7,nde,-0.06679978996728186
1114,fairness,rs_gan_ncm_truth,-,0,7,nde,-0.07900031277856745
1115,fairness,rs_gan_ncm_truth,-,0,7,nde,-0.08580017007697072
1116,fairness,rs_gan_ncm_truth,-,0,7,nde,-0.06729995056102911
1117,fairness,rs_gan_ncm_truth,-,0,7,nde,-0.05320011877890729
1118,fairness,rs_gan_ncm_truth,-,0,7,nde,-0.07410001753850248
1119,fairness,rs_gan_ncm_truth,-,0,7,nde,-0.07710037326506725
1120,fairness,rs_gan_ncm_truth,-,0,42,nde,-0.3346001897544961
1121,fairness,rs_gan_ncm_truth,-,0,42,nde,-0.3458997777038312
1122,fairness,rs_gan_ncm_truth,-,0,42,nde,-0.3562996385405726
1123,fairness,rs_gan_ncm_truth,-,0,42,nde,-0.319799845631272
1124,fairness,rs_gan_ncm_truth,-,0,42,nde,-0.336499973598689
1125,fairness,rs_gan_ncm_truth,-,0,42,nde,-0.33399965190912106
1126,fairness,rs_gan_ncm_truth,-,0,42,nde,-0.3452999602866901
1127,fairness,rs_gan_ncm_truth,-,0,42,nde,-0.34540038451701804
1128,fairness,rs_gan_ncm_truth,-,0,42,nde,-0.33519980711892167
1129,fairness,rs_gan_ncm_truth,-,0,42,nde,-0.3405997154869902
1130,fairness,rs_gan_ncm_truth,-,0,3407,nde,-0.6163999775859526
1131,fairness,rs_gan_ncm_truth,-,0,3407,nde,-0.6332998546683298
1132,fairness,rs_gan_ncm_truth,-,0,3407,nde,-0.6213001782939449
1133,fairness,rs_gan_ncm_truth,-,0,3407,nde,-0.6208002084570363
1134,fairness,rs_gan_ncm_truth,-,0,3407,nde,-0.6157998575201338
1135,fairness,rs_gan_ncm_truth,-,0,3407,nde,-0.6187999804876859
1136,fairness,rs_gan_ncm_truth,-,0,3407,nde,-0.6155998867868118
1137,fairness,rs_gan_ncm_truth,-,0,3407,nde,-0.6200000607230369
1138,fairness,rs_gan_ncm_truth,-,0,3407,nde,-0.6156998443098213
1139,fairness,rs_gan_ncm_truth,-,0,3407,nde,-0.6278002433731312
1140,fairness,rs_gan_ncm_truth,-,0,65535,nde,-0.07040005198112698
1141,fairness,rs_gan_ncm_truth,-,0,65535,nde,-0.0820002248087337
1142,fairness,rs_gan_ncm_truth,-,0,65535,nde,-0.08319967563105779
1143,fairness,rs_gan_ncm_truth,-,0,65535,nde,-0.07400026246981406
1144,fairness,rs_gan_ncm_truth,-,0,65535,nde,-0.09220003971797086
1145,fairness,rs_gan_ncm_truth,-,0,65535,nde,-0.09359980917863853
1146,fairness,rs_gan_ncm_truth,-,0,65535,nde,-0.08379993251243312
1147,fairness,rs_gan_ncm_truth,-,0,65535,nde,-0.08689986486293944
1148,fairness,rs_gan_ncm_truth,-,0,65535,nde,-0.07620028326315653
1149,fairness,rs_gan_ncm_truth,-,0,65535,nde,-0.08349993276790979
1150,fairness,rs_gan_ncm_truth,-,0,0,ctfde,-0.4642539168216484
1151,fairness,rs_gan_ncm_truth,-,0,0,ctfde,-0.4126789088470654
1152,fairness,rs_gan_ncm_truth,-,0,0,ctfde,-0.40935027863522133
1153,fairness,rs_gan_ncm_truth,-,0,0,ctfde,-0.4412334672566526
1154,fairness,rs_gan_ncm_truth,-,0,0,ctfde,-0.4164035613046482
1155,fairness,rs_gan_ncm_truth,-,0,0,ctfde,-0.4396382692105044
1156,fairness,rs_gan_ncm_truth,-,0,0,ctfde,-0.43060127762134937
1157,fairness,rs_gan_ncm_truth,-,0,0,ctfde,-0.4158676290756834
1158,fairness,rs_gan_ncm_truth,-,0,0,ctfde,-0.4397952722699922
1159,fairness,rs_gan_ncm_truth,-,0,0,ctfde,-0.4387538734928313
1160,fairness,rs_gan_ncm_truth,-,0,7,ctfde,-0.10611038857898414
1161,fairness,rs_gan_ncm_truth,-,0,7,ctfde,-0.12025147011453052
1162,fairness,rs_gan_ncm_truth,-,0,7,ctfde,-0.11719248384575742
1163,fairness,rs_gan_ncm_truth,-,0,7,ctfde,-0.1080618084231737
1164,fairness,rs_gan_ncm_truth,-,0,7,ctfde,-0.10165720142124535
1165,fairness,rs_gan_ncm_truth,-,0,7,ctfde,-0.12552729599091117
1166,fairness,rs_gan_ncm_truth,-,0,7,ctfde,-0.10138098373490145
1167,fairness,rs_gan_ncm_truth,-,0,7,ctfde,-0.10468944365630939
1168,fairness,rs_gan_ncm_truth,-,0,7,ctfde,-0.11473937080452168
1169,fairness,rs_gan_ncm_truth,-,0,7,ctfde,-0.11012155618353836
1170,fairness,rs_gan_ncm_truth,-,0,42,ctfde,-0.4441671488988119
1171,fairness,rs_gan_ncm_truth,-,0,42,ctfde,-0.42279210727380157
1172,fairness,rs_gan_ncm_truth,-,0,42,ctfde,-0.439102340862757
1173,fairness,rs_gan_ncm_truth,-,0,42,ctfde,-0.4301705396153614
1174,fairness,rs_gan_ncm_truth,-,0,42,ctfde,-0.42713856089718416
1175,fairness,rs_gan_ncm_truth,-,0,42,ctfde,-0.46070425125788783
1176,fairness,rs_gan_ncm_truth,-,0,42,ctfde,-0.4243895855207767
1177,fairness,rs_gan_ncm_truth,-,0,42,ctfde,-0.4405955448701905
1178,fairness,rs_gan_ncm_truth,-,0,42,ctfde,-0.43890251583487966
1179,fairness,rs_gan_ncm_truth,-,0,42,ctfde,-0.43614049675134514
1180,fairness,rs_gan_ncm_truth,-,0,3407,ctfde,-0.6488859911411258
1181,fairness,rs_gan_ncm_truth,-,0,3407,ctfde,-0.624806517945532
1182,fairness,rs_gan_ncm_truth,-,0,3407,ctfde,-0.6411990547425419
1183,fairness,rs_gan_ncm_truth,-,0,3407,ctfde,-0.6474162114951633
1184,fairness,rs_gan_ncm_truth,-,0,3407,ctfde,-0.6263127431054085
1185,fairness,rs_gan_ncm_truth,-,0,3407,ctfde,-0.6362374002424783
1186,fairness,rs_gan_ncm_truth,-,0,3407,ctfde,-0.6340845648776533
1187,fairness,rs_gan_ncm_truth,-,0,3407,ctfde,-0.6266050479666907
1188,fairness,rs_gan_ncm_truth,-,0,3407,ctfde,-0.6367245620867364
1189,fairness,rs_gan_ncm_truth,-,0,3407,ctfde,-0.6477789270710408
1190,fairness,rs_gan_ncm_truth,-,0,65535,ctfde,-0.15535921620594034
1191,fairness,rs_gan_ncm_truth,-,0,65535,ctfde,-0.1349579151909292
1192,fairness,rs_gan_ncm_truth,-,0,65535,ctfde,-0.15282457610957811
1193,fairness,rs_gan_ncm_truth,-,0,65535,ctfde,-0.175723583963378
1194,fairness,rs_gan_ncm_truth,-,0,65535,ctfde,-0.1660792118110842
1195,fairness,rs_gan_ncm_truth,-,0,65535,ctfde,-0.1590568111996032
1196,fairness,rs_gan_ncm_truth,-,0,65535,ctfde,-0.15250255977807026
1197,fairness,rs_gan_ncm_truth,-,0,65535,ctfde,-0.14977750210830537
1198,fairness,rs_gan_ncm_truth,-,0,65535,ctfde,-0.15690203596533725
1199,fairness,rs_gan_ncm_truth,-,0,65535,ctfde,-0.16201187787882332
1200,fairness,gan_ncm,maf,0,0,ate,-0.3952693786884944
1201,fairness,gan_ncm,maf,0,0,ate,-0.39223801337794995
1202,fairness,gan_ncm,maf,0,0,ate,-0.3894889842513059
1203,fairness,gan_ncm,maf,0,0,ate,-0.3850770272166383
1204,fairness,gan_ncm,maf,0,0,ate,-0.3836348458580988
1205,fairness,gan_ncm,maf,0,0,ate,-0.37408997331299215
1206,fairness,gan_ncm,maf,0,0,ate,-0.3799178583186597
1207,fairness,gan_ncm,maf,0,0,ate,-0.38365283258659355
1208,fairness,gan_ncm,maf,0,0,ate,-0.3905881341307756
1209,fairness,gan_ncm,maf,0,0,ate,-0.38003754922405447
1210,fairness,gan_ncm,maf,0,7,ate,-0.0787622130403256
1211,fairness,gan_ncm,maf,0,7,ate,-0.07021665273855648
1212,fairness,gan_ncm,maf,0,7,ate,-0.07444158623984976
1213,fairness,gan_ncm,maf,0,7,ate,-0.08572815611999263
1214,fairness,gan_ncm,maf,0,7,ate,-0.07659712090661874
1215,fairness,gan_ncm,maf,0,7,ate,-0.0823500984460861
1216,fairness,gan_ncm,maf,0,7,ate,-0.07729203251858086
1217,fairness,gan_ncm,maf,0,7,ate,-0.08142913393900042
1218,fairness,gan_ncm,maf,0,7,ate,-0.08017642312130957
1219,fairness,gan_ncm,maf,0,7,ate,-0.07267829535527637
1220,fairness,gan_ncm,maf,0,42,ate,-0.34739227519953225
1221,fairness,gan_ncm,maf,0,42,ate,-0.3464998121983204
1222,fairness,gan_ncm,maf,0,42,ate,-0.3450240783153788
1223,fairness,gan_ncm,maf,0,42,ate,-0.3587828775550602
1224,fairness,gan_ncm,maf,0,42,ate,-0.34702160001386545
1225,fairness,gan_ncm,maf,0,42,ate,-0.3412214139672826
1226,fairness,gan_ncm,maf,0,42,ate,-0.3399940375995463
1227,fairness,gan_ncm,maf,0,42,ate,-0.34653594854314096
1228,fairness,gan_ncm,maf,0,42,ate,-0.34802319969215506
1229,fairness,gan_ncm,maf,0,42,ate,-0.35500459379293503
1230,fairness,gan_ncm,maf,0,3407,ate,-0.6196210784222269
1231,fairness,gan_ncm,maf,0,3407,ate,-0.6234601820272957
1232,fairness,gan_ncm,maf,0,3407,ate,-0.6279063213251949
1233,fairness,gan_ncm,maf,0,3407,ate,-0.6327991001505967
1234,fairness,gan_ncm,maf,0,3407,ate,-0.6307415153610478
1235,fairness,gan_ncm,maf,0,3407,ate,-0.6304201946704755
1236,fairness,gan_ncm,maf,0,3407,ate,-0.6185658652502325
1237,fairness,gan_ncm,maf,0,3407,ate,-0.6288684428670246
1238,fairness,gan_ncm,maf,0,3407,ate,-0.6266081343958163
1239,fairness,gan_ncm,maf,0,3407,ate,-0.6329029938155134
1240,fairness,gan_ncm,maf,0,65535,ate,-0.0665425388308053
1241,fairness,gan_ncm,maf,0,65535,ate,-0.0739525648659517
1242,fairness,gan_ncm,maf,0,65535,ate,-0.07742661291855935
1243,fairness,gan_ncm,maf,0,65535,ate,-0.06886526439107221
1244,fairness,gan_ncm,maf,0,65535,ate,-0.06820394325176249
1245,fairness,gan_ncm,maf,0,65535,ate,-0.06783545198000929
1246,fairness,gan_ncm,maf,0,65535,ate,-0.08300714547923582
1247,fairness,gan_ncm,maf,0,65535,ate,-0.06875748602093446
1248,fairness,gan_ncm,maf,0,65535,ate,-0.07623093413888649
1249,fairness,gan_ncm,maf,0,65535,ate,-0.07352435696758353
1250,fairness,gan_ncm,maf,7,0,ate,-0.3887139173795312
1251,fairness,gan_ncm,maf,7,0,ate,-0.38236631816435623
1252,fairness,gan_ncm,maf,7,0,ate,-0.3804180891220417
1253,fairness,gan_ncm,maf,7,0,ate,-0.39070431600136446
1254,fairness,gan_ncm,maf,7,0,ate,-0.3834105311188374
1255,fairness,gan_ncm,maf,7,0,ate,-0.37975648845605564
1256,fairness,gan_ncm,maf,7,0,ate,-0.3870313344486863
1257,fairness,gan_ncm,maf,7,0,ate,-0.381279124629049
1258,fairness,gan_ncm,maf,7,0,ate,-0.3824548945075528
1259,fairness,gan_ncm,maf,7,0,ate,-0.3848555380605407
1260,fairness,gan_ncm,maf,7,7,ate,-0.06780114370885104
1261,fairness,gan_ncm,maf,7,7,ate,-0.07449286964337953
1262,fairness,gan_ncm,maf,7,7,ate,-0.08824579348895145
1263,fairness,gan_ncm,maf,7,7,ate,-0.07433110737422166
1264,fairness,gan_ncm,maf,7,7,ate,-0.07570303477417994
1265,fairness,gan_ncm,maf,7,7,ate,-0.08091886053647102
1266,fairness,gan_ncm,maf,7,7,ate,-0.08960837459170357
1267,fairness,gan_ncm,maf,7,7,ate,-0.06964890659914458
1268,fairness,gan_ncm,maf,7,7,ate,-0.06768984589280713
1269,fairness,gan_ncm,maf,7,7,ate,-0.07450341817288886
1270,fairness,gan_ncm,maf,7,42,ate,-0.34608074119516063
1271,fairness,gan_ncm,maf,7,42,ate,-0.3875372604175141
1272,fairness,gan_ncm,maf,7,42,ate,-0.34658228684912024
1273,fairness,gan_ncm,maf,7,42,ate,-0.3465777766564984
1274,fairness,gan_ncm,maf,7,42,ate,-0.34271582729416955
1275,fairness,gan_ncm,maf,7,42,ate,-0.3345474815578356
1276,fairness,gan_ncm,maf,7,42,ate,-0.35089131197162826
1277,fairness,gan_ncm,maf,7,42,ate,-0.3450376016711477
1278,fairness,gan_ncm,maf,7,42,ate,-0.3358253986857075
1279,fairness,gan_ncm,maf,7,42,ate,-0.3453296565097432
1280,fairness,gan_ncm,maf,7,3407,ate,-0.6288159280121786
1281,fairness,gan_ncm,maf,7,3407,ate,-0.6278996510696185
1282,fairness,gan_ncm,maf,7,3407,ate,-0.6198043810877295
1283,fairness,gan_ncm,maf,7,3407,ate,-0.6263362436093243
1284,fairness,gan_ncm,maf,7,3407,ate,-0.6231492128240321
1285,fairness,gan_ncm,maf,7,3407,ate,-0.6307806601571888
1286,fairness,gan_ncm,maf,7,3407,ate,-0.6277423596155574
1287,fairness,gan_ncm,maf,7,3407,ate,-0.6267246810470215
1288,fairness,gan_ncm,maf,7,3407,ate,-0.6235743141975908
1289,fairness,gan_ncm,maf,7,3407,ate,-0.6285677142125943
1290,fairness,gan_ncm,maf,7,65535,ate,-0.0648115147128917
1291,fairness,gan_ncm,maf,7,65535,ate,-0.06306091299164718
1292,fairness,gan_ncm,maf,7,65535,ate,-0.07405601561347686
1293,fairness,gan_ncm,maf,7,65535,ate,-0.06913028892581607
1294,fairness,gan_ncm,maf,7,65535,ate,-0.07252516535384801
1295,fairness,gan_ncm,maf,7,65535,ate,-0.06882184320424856
1296,fairness,gan_ncm,maf,7,65535,ate,-0.07195610732160795
1297,fairness,gan_ncm,maf,7,65535,ate,-0.06870604188690088
1298,fairness,gan_ncm,maf,7,65535,ate,-0.06901112178293012
1299,fairness,gan_ncm,maf,7,65535,ate,-0.07529817615031187
1300,fairness,gan_ncm,maf,42,0,ate,-0.3860418324180863
1301,fairness,gan_ncm,maf,42,0,ate,-0.37871389090838076
1302,fairness,gan_ncm,maf,42,0,ate,-0.3958183660643407
1303,fairness,gan_ncm,maf,42,0,ate,-0.38229510031996783
1304,fairness,gan_ncm,maf,42,0,ate,-0.3894953940770899
1305,fairness,gan_ncm,maf,42,0,ate,-0.3911570507998948
1306,fairness,gan_ncm,maf,42,0,ate,-0.3888353355237812
1307,fairness,gan_ncm,maf,42,0,ate,-0.39420290685681747
1308,fairness,gan_ncm,maf,42,0,ate,-0.38684873224969907
1309,fairness,gan_ncm,maf,42,0,ate,-0.3808399416738025
1310,fairness,gan_ncm,maf,42,7,ate,-0.07599596080972393
1311,fairness,gan_ncm,maf,42,7,ate,-0.07047689130314705
1312,fairness,gan_ncm,maf,42,7,ate,-0.07807305923765184
1313,fairness,gan_ncm,maf,42,7,ate,-0.04482225887874758
1314,fairness,gan_ncm,maf,42,7,ate,-0.08206751937929169
1315,fairness,gan_ncm,maf,42,7,ate,-0.08208338182106178
1316,fairness,gan_ncm,maf,42,7,ate,-0.06863184274952505
1317,fairness,gan_ncm,maf,42,7,ate,-0.07224268604146822
1318,fairness,gan_ncm,maf,42,7,ate,-0.07207127974108074
1319,fairness,gan_ncm,maf,42,7,ate,-0.07220877058684516
1320,fairness,gan_ncm,maf,42,42,ate,-0.3422547193466186
1321,fairness,gan_ncm,maf,42,42,ate,-0.34395819350328155
1322,fairness,gan_ncm,maf,42,42,ate,-0.3340437532310602
1323,fairness,gan_ncm,maf,42,42,ate,-0.34445543650114463
1324,fairness,gan_ncm,maf,42,42,ate,-0.3601501574903659
1325,fairness,gan_ncm,maf,42,42,ate,-0.3432301257597262
1326,fairness,gan_ncm,maf,42,42,ate,-0.34748794683279277
1327,fairness,gan_ncm,maf,42,42,ate,-0.34891707309575165
1328,fairness,gan_ncm,maf,42,42,ate,-0.35661883303109543
1329,fairness,gan_ncm,maf,42,42,ate,-0.3410329314410932
1330,fairness,gan_ncm,maf,42,3407,ate,-0.6261690353150199
1331,fairness,gan_ncm,maf,42,3407,ate,-0.6323280870625194
1332,fairness,gan_ncm,maf,42,3407,ate,-0.6311196710077347
1333,fairness,gan_ncm,maf,42,3407,ate,-0.6266754695932438
1334,fairness,gan_ncm,maf,42,3407,ate,-0.6254740508296651
1335,fairness,gan_ncm,maf,42,3407,ate,-0.6199468862717155
1336,fairness,gan_ncm,maf,42,3407,ate,-0.6242752219967183
1337,fairness,gan_ncm,maf,42,3407,ate,-0.6124512931157085
1338,fairness,gan_ncm,maf,42,3407,ate,-0.611220887952741
1339,fairness,gan_ncm,maf,42,3407,ate,-0.6302752165497643
1340,fairness,gan_ncm,maf,42,65535,ate,-0.07452501216388685
1341,fairness,gan_ncm,maf,42,65535,ate,-0.05779866755151897
1342,fairness,gan_ncm,maf,42,65535,ate,-0.064533995677025
1343,fairness,gan_ncm,maf,42,65535,ate,-0.07599100763491007
1344,fairness,gan_ncm,maf,42,65535,ate,-0.062494011914698055
1345,fairness,gan_ncm,maf,42,65535,ate,-0.06023290358131639
1346,fairness,gan_ncm,maf,42,65535,ate,-0.0627033374258722
1347,fairness,gan_ncm,maf,42,65535,ate,-0.07490368942122105
1348,fairness,gan_ncm,maf,42,65535,ate,-0.07133881813269327
1349,fairness,gan_ncm,maf,42,65535,ate,-0.06276303526730431
1350,fairness,gan_ncm,maf,3407,0,ate,-0.3945706967515727
1351,fairness,gan_ncm,maf,3407,0,ate,-0.37690512305921653
1352,fairness,gan_ncm,maf,3407,0,ate,-0.38356863504896127
1353,fairness,gan_ncm,maf,3407,0,ate,-0.3793947583582524
1354,fairness,gan_ncm,maf,3407,0,ate,-0.3854579634451686
1355,fairness,gan_ncm,maf,3407,0,ate,-0.3932321912215843
1356,fairness,gan_ncm,maf,3407,0,ate,-0.3836258132219674
1357,fairness,gan_ncm,maf,3407,0,ate,-0.3793571089340114
1358,fairness,gan_ncm,maf,3407,0,ate,-0.37648684999354187
1359,fairness,gan_ncm,maf,3407,0,ate,-0.37783504592451517
1360,fairness,gan_ncm,maf,3407,7,ate,-0.08264390277780498
1361,fairness,gan_ncm,maf,3407,7,ate,-0.08173101106989822
1362,fairness,gan_ncm,maf,3407,7,ate,-0.07815098008085519
1363,fairness,gan_ncm,maf,3407,7,ate,-0.08200448612041178
1364,fairness,gan_ncm,maf,3407,7,ate,-0.08140437672911227
1365,fairness,gan_ncm,maf,3407,7,ate,-0.07766956346224951
1366,fairness,gan_ncm,maf,3407,7,ate,-0.061729017166461064
1367,fairness,gan_ncm,maf,3407,7,ate,-0.08052277797629204
1368,fairness,gan_ncm,maf,3407,7,ate,-0.0796817785943924
1369,fairness,gan_ncm,maf,3407,7,ate,-0.06421113354099117
1370,fairness,gan_ncm,maf,3407,42,ate,-0.3470322281612456
1371,fairness,gan_ncm,maf,3407,42,ate,-0.34347158660432286
1372,fairness,gan_ncm,maf,3407,42,ate,-0.34377951964433645
1373,fairness,gan_ncm,maf,3407,42,ate,-0.35434819063713824
1374,fairness,gan_ncm,maf,3407,42,ate,-0.35123013010146437
1375,fairness,gan_ncm,maf,3407,42,ate,-0.3409282787050777
1376,fairness,gan_ncm,maf,3407,42,ate,-0.3428282176083498
1377,fairness,gan_ncm,maf,3407,42,ate,-0.334167066333145
1378,fairness,gan_ncm,maf,3407,42,ate,-0.3515889543893382
1379,fairness,gan_ncm,maf,3407,42,ate,-0.3392460181486777
1380,fairness,gan_ncm,maf,3407,3407,ate,-0.6329800541008095
1381,fairness,gan_ncm,maf,3407,3407,ate,-0.6353739835122715
1382,fairness,gan_ncm,maf,3407,3407,ate,-0.6255209814123764
1383,fairness,gan_ncm,maf,3407,3407,ate,-0.6222035653528671
1384,fairness,gan_ncm,maf,3407,3407,ate,-0.6246961646431569
1385,fairness,gan_ncm,maf,3407,3407,ate,-0.6235377584980386
1386,fairness,gan_ncm,maf,3407,3407,ate,-0.6260658461515736
1387,fairness,gan_ncm,maf,3407,3407,ate,-0.6214242708736669
1388,fairness,gan_ncm,maf,3407,3407,ate,-0.6236080583654813
1389,fairness,gan_ncm,maf,3407,3407,ate,-0.6271264066191835
1390,fairness,gan_ncm,maf,3407,65535,ate,-0.07767564353066192
1391,fairness,gan_ncm,maf,3407,65535,ate,-0.07492785204642893
1392,fairness,gan_ncm,maf,3407,65535,ate,-0.06270146934560994
1393,fairness,gan_ncm,maf,3407,65535,ate,-0.06174870915367958
1394,fairness,gan_ncm,maf,3407,65535,ate,-0.0726796539921849
1395,fairness,gan_ncm,maf,3407,65535,ate,-0.0658891506769066
1396,fairness,gan_ncm,maf,3407,65535,ate,-0.06909021327318043
1397,fairness,gan_ncm,maf,3407,65535,ate,-0.07835496715980594
1398,fairness,gan_ncm,maf,3407,65535,ate,-0.06802984762828235
1399,fairness,gan_ncm,maf,3407,65535,ate,-0.07375405398576251
1400,fairness,gan_ncm,maf,65535,0,ate,-0.38544685042230586
1401,fairness,gan_ncm,maf,65535,0,ate,-0.3862543173166028
1402,fairness,gan_ncm,maf,65535,0,ate,-0.3741191771666351
1403,fairness,gan_ncm,maf,65535,0,ate,-0.3832628406745379
1404,fairness,gan_ncm,maf,65535,0,ate,-0.3804863489997194
1405,fairness,gan_ncm,maf,65535,0,ate,-0.3825851029858488
1406,fairness,gan_ncm,maf,65535,0,ate,-0.3822730119589622
1407,fairness,gan_ncm,maf,65535,0,ate,-0.37471212261093084
1408,fairness,gan_ncm,maf,65535,0,ate,-0.37854015275230185
1409,fairness,gan_ncm,maf,65535,0,ate,-0.38122384509052304
1410,fairness,gan_ncm,maf,65535,7,ate,-0.07476732953187204
1411,fairness,gan_ncm,maf,65535,7,ate,-0.06989191897965386
1412,fairness,gan_ncm,maf,65535,7,ate,-0.0745677866294352
1413,fairness,gan_ncm,maf,65535,7,ate,-0.08113302193024352
1414,fairness,gan_ncm,maf,65535,7,ate,-0.08244071897417915
1415,fairness,gan_ncm,maf,65535,7,ate,-0.055423854321759225
1416,fairness,gan_ncm,maf,65535,7,ate,-0.08935174166923754
1417,fairness,gan_ncm,maf,65535,7,ate,-0.073700915452374
1418,fairness,gan_ncm,maf,65535,7,ate,-0.072946376953964
1419,fairness,gan_ncm,maf,65535,7,ate,-0.07421048787053908
1420,fairness,gan_ncm,maf,65535,42,ate,-0.3429927917687592
1421,fairness,gan_ncm,maf,65535,42,ate,-0.3567189561109446
1422,fairness,gan_ncm,maf,65535,42,ate,-0.3423225550338243
1423,fairness,gan_ncm,maf,65535,42,ate,-0.3399829739537693
1424,fairness,gan_ncm,maf,65535,42,ate,-0.35187643943141467
1425,fairness,gan_ncm,maf,65535,42,ate,-0.3481762870438076
